Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"10/04/2026 (02:45:12),""10/04/2026 (02:45:15)"","""",""y.moghar"",""25518264"",""4600"",""19"",""0"",""0"",""4600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (228100 to 232700)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:41:10),""10/04/2026 (02:41:11)"","""",""y.moghar"",""25518205"",""2500"",""13"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (261620 to 264120)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:37:10),""10/04/2026 (02:37:13)"","""",""y.moghar"",""25518108"",""5500"",""40"",""0"",""0"",""5500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (222600 to 228100)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:35:48),""10/04/2026 (02:35:50)"","""",""y.moghar"",""25518092"",""3720"",""9"",""0"",""0"",""3720"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (257900 to 261620)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:30:11),""10/04/2026 (02:30:16)"","""",""y.moghar"",""25517836"",""5400"",""13"",""0"",""0"",""5400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (217200 to 222600)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:29:10),""10/04/2026 (02:29:51)"","""",""y.moghar"",""25517810"",""4600"",""18"",""0"",""0"",""4600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (253300 to 257900)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:27:48),""10/04/2026 (02:28:19)"","""",""y.moghar"",""25517781"",""46500"",""31618"",""0"",""0"",""46500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (87000 to 133500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (02:23:10),""10/04/2026 (02:24:23)"","""",""y.moghar"",""25517726"",""5240"",""4"",""0"",""0"",""5240"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (248060 to 253300)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:20:11),""10/04/2026 (02:20:14)"","""",""y.moghar"",""25517680"",""4400"",""20"",""0"",""0"",""4400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (212800 to 217200)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:17:10),""10/04/2026 (02:17:12)"","""",""y.moghar"",""25517550"",""2500"",""9"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (245560 to 248060)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (02:12:10),""10/04/2026 (02:12:13)"","""",""y.moghar"",""25517410"",""5250"",""17"",""0"",""0"",""5250"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (207550 to 212800)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:05:49),""10/04/2026 (02:05:52)"","""",""y.moghar"",""25517222"",""5200"",""16"",""0"",""0"",""5200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (202350 to 207550)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (02:05:48),""10/04/2026 (02:05:50)"","""",""y.moghar"",""25517219"",""2500"",""10"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (243060 to 245560)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:59:10),""10/04/2026 (01:59:12)"","""",""y.moghar"",""25516943"",""3700"",""7"",""0"",""0"",""3700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (239360 to 243060)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:55:11),""10/04/2026 (01:55:14)"","""",""y.moghar"",""25516862"",""4400"",""12"",""0"",""0"",""4400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (197950 to 202350)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:53:09),""10/04/2026 (01:53:30)"","""",""y.moghar"",""25516829"",""4550"",""4551"",""0"",""0"",""4550"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (234810 to 239360)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:47:49),""10/04/2026 (01:48:21)"","""",""y.moghar"",""25516713"",""43500"",""30817"",""0"",""0"",""43500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (43500 to 87000)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (01:47:49),""10/04/2026 (01:47:52)"","""",""y.moghar"",""25516712"",""5000"",""11"",""0"",""0"",""5000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (192950 to 197950)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:47:48),""10/04/2026 (01:48:10)"","""",""y.moghar"",""25516711"",""5220"",""5222"",""0"",""0"",""5220"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (229590 to 234810)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:41:48),""10/04/2026 (01:41:49)"","""",""y.moghar"",""25516571"",""2500"",""2504"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (227090 to 229590)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:40:09),""10/04/2026 (01:40:16)"","""",""y.moghar"",""25516534"",""5200"",""37"",""0"",""0"",""5200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (187750 to 192950)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:31:48),""10/04/2026 (01:31:50)"","""",""y.moghar"",""25516260"",""2500"",""2503"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (224590 to 227090)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:30:49),""10/04/2026 (01:30:52)"","""",""y.moghar"",""25516240"",""4200"",""146"",""0"",""0"",""4200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (183550 to 187750)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:23:48),""10/04/2026 (01:23:50)"","""",""y.moghar"",""25516073"",""3680"",""3092"",""0"",""0"",""3680"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (220910 to 224590)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:22:50),""10/04/2026 (01:22:53)"","""",""y.moghar"",""25516043"",""4750"",""4754"",""0"",""0"",""4750"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (178800 to 183550)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:17:10),""10/04/2026 (01:17:32)"","""",""y.moghar"",""25515863"",""4500"",""4502"",""0"",""0"",""4500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (216410 to 220910)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:15:12),""10/04/2026 (01:15:16)"","""",""y.moghar"",""25515822"",""5000"",""5005"",""0"",""0"",""5000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (173800 to 178800)"",""0->1000"",""s_cmh2_6145"""
"10/04/2026 (01:11:10),""10/04/2026 (01:11:31)"","""",""y.moghar"",""25515727"",""5200"",""5202"",""0"",""0"",""5200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (211210 to 216410)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:07:49),""10/04/2026 (01:08:19)"","""",""y.moghar"",""25515622"",""43500"",""30768"",""0"",""0"",""43500"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 43500)"",""0->1000"",""s_cmh15_654"""
"10/04/2026 (01:07:48),""10/04/2026 (01:07:50)"","""",""y.moghar"",""25515621"",""2500"",""2504"",""0"",""0"",""2500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (208710 to 211210)"",""0->1000"",""s_cmh8_3656"""
"10/04/2026 (01:05:50),""10/04/2026 (01:05:53)"","""",""y.moghar"",""25515558"",""4200"",""4206"",""0"",""0"",""4200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH2 (Seeds) (CMH_List_Warmup_Centralise) (US) (169600 to 173800)"",""0->1000"",""s_cmh2_6145"""
"12/04/2026 (00:10:32),""12/04/2026 (00:10:34)"","""",""y.moghar"",""25593491"",""3800"",""0"",""0"",""0"",""3800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (3800 to 7600)"",""0->1000"",""s_cmh8_3656"""
"12/04/2026 (00:07:16),""12/04/2026 (00:10:45)"","""",""y.moghar"",""25593398"",""208"",""0"",""0"",""0"",""3800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 3800)"",""0->1000"",""s_cmh8_3656"""
"11/04/2026 (23:59:19),""11/04/2026 (23:59:21)"","""",""y.moghar"",""25593102"",""6600"",""6602"",""0"",""0"",""6600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (177480 to 184080)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:53:19),""11/04/2026 (23:53:23)"","""",""y.moghar"",""25592956"",""9240"",""9243"",""0"",""0"",""9240"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (168240 to 177480)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:47:19),""11/04/2026 (23:47:23)"","""",""y.moghar"",""25592782"",""11400"",""10229"",""0"",""0"",""11400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (156840 to 168240)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:41:19),""11/04/2026 (23:41:21)"","""",""y.moghar"",""25592671"",""3700"",""0"",""0"",""0"",""3700"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (153140 to 156840)"",""0->1000"",""s_cmh8_3656"""
"11/04/2026 (23:40:22),""11/04/2026 (23:41:49)"","""",""y.moghar"",""25592649"",""168000"",""167992"",""0"",""2"",""168000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (140000 to 308000)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (23:35:19),""11/04/2026 (23:35:21)"","""",""y.moghar"",""25592519"",""5560"",""3785"",""0"",""0"",""5560"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (147580 to 153140)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:29:19),""11/04/2026 (23:29:21)"","""",""y.moghar"",""25592120"",""6500"",""6502"",""0"",""0"",""6500"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (141080 to 147580)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:21:20),""11/04/2026 (23:21:26)"","""",""y.moghar"",""25591996"",""9240"",""9245"",""0"",""0"",""9240"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (131840 to 141080)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (23:15:19),""11/04/2026 (23:15:26)"","""",""y.moghar"",""25591821"",""11100"",""11110"",""0"",""0"",""11100"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (120740 to 131840)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (22:58:12),""11/04/2026 (22:59:21)"","""",""y.moghar"",""25591261"",""140000"",""140007"",""0"",""1"",""140000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 140000)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (22:27:21),""11/04/2026 (22:28:21)"","""",""y.moghar"",""25590186"",""82515"",""81150"",""0"",""0"",""82515"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (82515 to 165030)"",""0->1000"",""s_cmh15_654"""
"11/04/2026 (22:27:20),""11/04/2026 (22:28:08)"","""",""y.moghar"",""25590185"",""92982"",""92984"",""0"",""2"",""92985"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (280000 to 372985)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (22:21:19),""11/04/2026 (22:21:26)"","""",""y.moghar"",""25590059"",""10800"",""10812"",""0"",""0"",""10800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (109940 to 120740)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (22:15:19),""11/04/2026 (22:15:24)"","""",""y.moghar"",""25589883"",""6120"",""6124"",""0"",""0"",""6120"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (103820 to 109940)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"11/04/2026 (22:09:19),""11/04/2026 (22:09:23)"","""",""y.moghar"",""25589688"",""6400"",""6404"",""0"",""0"",""6400"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (97420 to 103820)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (22:03:19),""11/04/2026 (22:03:22)"","""",""y.moghar"",""25589358"",""5460"",""5468"",""0"",""0"",""5460"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (91960 to 97420)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:57:19),""11/04/2026 (21:57:22)"","""",""y.moghar"",""25589129"",""7200"",""3604"",""0"",""0"",""7200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (84760 to 91960)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:55:21),""11/04/2026 (21:56:25)"","""",""y.moghar"",""25589088"",""82515"",""82511"",""0"",""0"",""82515"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 82515)"",""0->1000"",""s_cmh15_654"""
"11/04/2026 (21:55:20),""11/04/2026 (21:56:31)"","""",""y.moghar"",""25589087"",""140000"",""139999"",""0"",""0"",""140000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (140000 to 280000)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (21:51:19),""11/04/2026 (21:51:28)"","""",""y.moghar"",""25589010"",""7000"",""7007"",""0"",""0"",""7000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (77760 to 84760)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"11/04/2026 (21:45:19),""11/04/2026 (21:45:24)"","""",""y.moghar"",""25588785"",""6080"",""6084"",""0"",""0"",""6080"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (71680 to 77760)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"11/04/2026 (21:39:19),""11/04/2026 (21:39:23)"","""",""y.moghar"",""25588662"",""6300"",""6304"",""0"",""0"",""6300"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (65380 to 71680)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:33:20),""11/04/2026 (21:33:22)"","""",""y.moghar"",""25588294"",""5360"",""5368"",""0"",""0"",""5360"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (60020 to 65380)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:25:14),""11/04/2026 (21:25:17)"","""",""y.moghar"",""25588016"",""7000"",""3504"",""0"",""0"",""7000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (53020 to 60020)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:21:19),""11/04/2026 (21:22:31)"","""",""y.moghar"",""25587950"",""140000"",""140008"",""0"",""0"",""140000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 140000)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (21:21:19),""11/04/2026 (21:22:04)"","""",""y.moghar"",""25587949"",""66924"",""66927"",""0"",""0"",""66925"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (306060 to 372985)"",""0->1000"",""s_cmh15_654"""
"11/04/2026 (21:19:16),""11/04/2026 (21:19:21)"","""",""y.moghar"",""25587888"",""6800"",""6807"",""0"",""0"",""6800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (46220 to 53020)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"11/04/2026 (21:13:12),""11/04/2026 (21:13:18)"","""",""y.moghar"",""25587735"",""9060"",""8848"",""0"",""0"",""9060"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (37160 to 46220)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:09:19),""11/04/2026 (21:09:22)"","""",""y.moghar"",""25587613"",""6200"",""6204"",""0"",""0"",""6200"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (30960 to 37160)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (21:03:19),""11/04/2026 (21:03:22)"","""",""y.moghar"",""25587333"",""5260"",""5268"",""0"",""0"",""5260"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (25700 to 30960)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:57:19),""11/04/2026 (20:57:22)"","""",""y.moghar"",""25587111"",""6800"",""3404"",""0"",""0"",""6800"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (18900 to 25700)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:51:22),""11/04/2026 (20:52:13)"","""",""y.moghar"",""25587015"",""92984"",""92988"",""0"",""0"",""92985"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (280000 to 372985)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (20:51:21),""11/04/2026 (20:52:10)"","""",""y.moghar"",""25587014"",""79515"",""79515"",""0"",""0"",""79515"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (226545 to 306060)"",""0->1000"",""s_cmh15_654"""
"11/04/2026 (20:51:19),""11/04/2026 (20:51:26)"","""",""y.moghar"",""25587013"",""9900"",""9904"",""0"",""0"",""9900"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (9000 to 18900)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:50:22),""11/04/2026 (20:50:40)"","""",""y.moghar"",""25586987"",""65800"",""65822"",""0"",""0"",""65800"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (249200 to 315000)"",""0->1000"",""4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"""
"11/04/2026 (20:45:19),""11/04/2026 (20:45:26)"","""",""y.moghar"",""25586841"",""9000"",""9006"",""0"",""0"",""9000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 9000)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:39:19),""11/04/2026 (20:39:22)"","""",""y.moghar"",""25586673"",""3124"",""3124"",""0"",""0"",""3125"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (369860 to 372985)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:33:19),""11/04/2026 (20:33:22)"","""",""y.moghar"",""25586350"",""5160"",""5166"",""0"",""0"",""5160"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (364700 to 369860)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:27:19),""11/04/2026 (20:27:23)"","""",""y.moghar"",""25586075"",""6600"",""3304"",""0"",""0"",""6600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (358100 to 364700)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:25:20),""11/04/2026 (20:25:37)"","""",""y.moghar"",""25586031"",""64400"",""64420"",""0"",""0"",""64400"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (184800 to 249200)"",""0->1000"",""4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"""
"11/04/2026 (20:21:19),""11/04/2026 (20:21:26)"","""",""y.moghar"",""25585929"",""9600"",""9612"",""0"",""0"",""9600"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (348500 to 358100)"",""0->1000"",""3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"""
"11/04/2026 (20:19:21),""11/04/2026 (20:20:42)"","""",""y.moghar"",""25585856"",""140000"",""139992"",""0"",""0"",""140000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (140000 to 280000)"",""0->1000"",""s_cmh9_5698"""
"11/04/2026 (20:19:20),""11/04/2026 (20:20:11)"","""",""y.moghar"",""25585854"",""76515"",""75807"",""0"",""0"",""76515"",""3301 test offer [REPORTING] [Tech offer] [Tech offer]"",""gmail"",""data_CMH15 (Seeds) (CMH_List_Warmup_Centralise) (US) (150030 to 226545)"",""0->1000"",""s_cmh15_654"""
"11/04/2026 (20:15:19),""11/04/2026 (20:15:25)"","""",""y.moghar"",""25585736"",""5960"",""5964"",""0"",""0"",""5960"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (342540 to 348500)"",""0->1000"",""2 s_cmh8_3583 s_cmh8_3617"""
"11/04/2026 (20:09:20),""11/04/2026 (20:09:23)"","""",""y.moghar"",""25585563"",""6000"",""6004"",""0"",""0"",""6000"",""14141414 - test offer [REPORTING] [OPEN] [SD]"",""gmail"",""data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (336540 to 342540)"",""0->1000"",""2 s_cmh8_3617 s_cmh8_3656"""
