Date,Finished.At,Scheduled.At,Mailer,ID,Sent,R.Sent,SoftBounce,HardBounce,Total,Offer,Isp,Profile,Injected.Seeds,Server(s)
"13/04/2026 (17:13:17)","13/04/2026 (17:13:39)","","y.moghar","25656275","15000","10006","0","0","15000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (182820 to 197820)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:07:17)","13/04/2026 (17:07:21)","","y.moghar","25655902","10140","10152","0","0","10140","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (172680 to 182820)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (17:01:17)","13/04/2026 (17:01:21)","","y.moghar","25655554","11700","11706","0","0","11700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (160980 to 172680)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:57:23)","13/04/2026 (16:57:43)","","y.moghar","25655364","82500","82519","0","0","82500","3301 test offer [REPORTING] [Tech offer] [Tech offer]","gmail","data_CMH11 (Seeds) (CMH_lList_Warmup_Centralise) (US) (0 to 82500)","0->1000","4 s_cmh11_1341 s_cmh11_1343 s_cmh11_1372 s_cmh11_1388"
"13/04/2026 (16:53:18)","13/04/2026 (16:53:28)","","y.moghar","25655297","9960","9966","0","0","9960","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (151020 to 160980)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:50:57)","13/04/2026 (16:52:08)","","y.moghar","25655234","81000","81002","0","0","81000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH9 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 81000)","0->1000","2 s_cmh9_5687 s_cmh9_5689"
"13/04/2026 (16:49:19)","13/04/2026 (16:50:02)","","y.moghar","25655162","15300","15310","0","0","15300","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (135720 to 151020)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:37:20)","13/04/2026 (16:37:30)","","y.moghar","25654714","14700","9807","0","0","14700","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (121020 to 135720)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:29:49)","13/04/2026 (16:29:55)","","y.moghar","25654180","9990","10002","0","0","9990","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (111030 to 121020)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:25:18)","13/04/2026 (16:25:26)","","y.moghar","25654003","11550","11556","0","0","11550","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (99480 to 111030)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:17:18)","13/04/2026 (16:17:25)","","y.moghar","25653706","9900","9906","0","0","9900","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (89580 to 99480)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:13:18)","13/04/2026 (16:13:27)","","y.moghar","25653577","15000","15011","0","0","15000","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (74580 to 89580)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (16:01:18)","13/04/2026 (16:01:27)","","y.moghar","25652856","14400","9608","0","0","14400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (60180 to 74580)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (15:55:18)","13/04/2026 (15:55:30)","","y.moghar","25652707","9840","9852","0","0","9840","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (50340 to 60180)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (15:49:18)","13/04/2026 (15:49:24)","","y.moghar","25652484","11400","11392","0","0","11400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (38940 to 50340)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (15:41:18)","13/04/2026 (15:41:24)","","y.moghar","25652225","9840","9846","0","0","9840","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (29100 to 38940)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (13:44:32)","13/04/2026 (13:49:55)","","y.moghar","25648185","38400","25150","0","0","38400","14141414 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH8 (Seeds) (CMH_List_Warmup_Centralise) (US) (291270 to 329670)","0->1000","3 s_cmh8_3583 s_cmh8_3617 s_cmh8_3656"
"13/04/2026 (10:51:23)","13/04/2026 (10:53:12)","","y.moghar","25643163","230000","102999","0","0","230000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 230000)","0->1000","s_cmh6_5940"
"13/04/2026 (10:37:19)","13/04/2026 (10:38:58)","","y.moghar","25642941","222929","104624","0","0","222943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (150000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (10:22:19)","13/04/2026 (10:22:41)","","y.moghar","25642729","45000","20124","0","0","45000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (150000 to 195000)","0->1000","s_cmh6_5940"
"13/04/2026 (10:21:13)","13/04/2026 (10:21:37)","","y.moghar","25642719","50000","6962","0","0","50000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (150000 to 200000)","0->1000","s_cmh6_5940"
"13/04/2026 (10:09:15)","13/04/2026 (10:10:38)","","y.moghar","25642550","150000","115085","0","0","150000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 150000)","0->1000","s_cmh6_5940"
"13/04/2026 (09:55:20)","13/04/2026 (09:56:10)","","y.moghar","25642285","102693","102433","0","1","102693","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (270250 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (06:12:20)","13/04/2026 (06:13:35)","","y.moghar","25639592","162943","65170","0","0","162943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (210000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (05:42:21)","13/04/2026 (05:43:53)","","y.moghar","25639137","210000","65686","0","0","210000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 210000)","0->1000","s_cmh6_5940"
"13/04/2026 (05:12:20)","13/04/2026 (05:13:38)","","y.moghar","25638599","172943","65940","0","0","172943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (200000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (04:42:20)","13/04/2026 (04:43:53)","","y.moghar","25638111","200000","65110","0","0","200000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 200000)","0->1000","s_cmh6_5940"
"13/04/2026 (04:12:20)","13/04/2026 (04:13:45)","","y.moghar","25637504","182943","65343","0","0","182943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (190000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (03:42:20)","13/04/2026 (03:43:45)","","y.moghar","25636995","190000","65694","0","0","190000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 190000)","0->1000","s_cmh6_5940"
"13/04/2026 (03:12:20)","13/04/2026 (03:12:31)","","y.moghar","25636363","17943","17952","0","0","17943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (355000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (02:42:21)","13/04/2026 (02:43:47)","","y.moghar","25635827","180000","64305","0","0","180000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (175000 to 355000)","0->1000","s_cmh6_5940"
"13/04/2026 (02:12:19)","13/04/2026 (02:13:38)","","y.moghar","25635086","175000","64750","0","0","175000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 175000)","0->1000","s_cmh6_5940"
"13/04/2026 (01:42:20)","13/04/2026 (01:42:48)","","y.moghar","25634522","57943","57869","0","0","57943","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (315000 to 372943)","0->1000","s_cmh6_5940"
"13/04/2026 (01:22:19)","13/04/2026 (01:23:27)","","y.moghar","25633990","150000","56100","0","0","150000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (165000 to 315000)","0->1000","s_cmh6_5940"
"13/04/2026 (01:12:19)","13/04/2026 (01:13:33)","","y.moghar","25633744","165000","66249","0","0","165000","5555555 - test offer [REPORTING] [OPEN] [SD]","gmail","data_CMH6 (Seeds) (CMH_List_Warmup_Centralise) (US) (0 to 165000)","0->1000","s_cmh6_5940"
