ip,server,entity,datetime_gride,campaign_id,sent_per_ip,r_sent_per_ip,sent_ratio,lost_volume,lost_ratio,previous_r_sent_per_ip,volume_change,growth_rate,cumulative_r_sent_per_ip,daily_cumulative_r_sent_per_ip,real_daily_volume,real_volume_per_drop,drops_per_day,time_gap_min,days_since_launch,hour,day_of_week,error_flag,spf_error,dkim_error,netblock_error,error_count_last_24h,blocked_before,is_high_growth,is_low_performance,is_volume_loss,risk_label,risk_label_encoded,action_label,action_label_encoded,recommended_pause_hours
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,11219.0,-4719,-0.4206257242178447,123559,17719,115422,8878.62,13,39.98,2,0,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,6500.0,0,0.0,130059,24219,115422,8878.62,13,0.0,2,0,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 10:20:34,25730280,13000,13000,1.0,0,0.0,6500.0,6500,1.0,143059,37219,115422,8878.62,13,579.25,2,10,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 11:08:35,25731339,810,812,1.002,0,0.0,13000.0,-12188,-0.9375384615384617,143871,38031,115422,8878.62,13,48.02,2,11,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 12:25:25,25733938,7841,7842,1.0,0,0.0,812.0,7030,8.657635467980295,151713,45873,115422,8878.62,13,76.83,2,12,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 13:05:37,25735270,13000,13001,1.0,0,0.0,7842.0,5159,0.6578678908441724,164714,58874,115422,8878.62,13,40.2,2,13,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 13:45:38,25737017,2485,2487,1.001,0,0.0,13001.0,-10514,-0.808707022536728,167201,61361,115422,8878.62,13,40.02,2,13,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 14:25:35,25738494,13000,13000,1.0,0,0.0,2487.0,10513,4.227181342983514,180201,74361,115422,8878.62,13,39.95,2,14,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 15:05:24,25739983,9331,9172,0.983,159,0.017,13000.0,-3828,-0.2944615384615384,189373,83533,115422,8878.62,13,39.82,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 15:30:23,25740699,13000,13001,1.0,0,0.0,9172.0,3829,0.4174662014827736,202374,96534,115422,8878.62,13,24.98,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 16:12:31,25742300,5887,5888,1.0,0,0.0,13001.0,-7113,-0.5471117606337974,208262,102422,115422,8878.62,13,42.13,3,16,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.150,s_cmh9_5687,cmh9,2026-04-15 23:15:18,25760249,13000,13000,1.0,0,0.0,5888.0,7112,1.2078804347826086,221262,115422,115422,8878.62,13,422.78,3,23,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.150,s_cmh9_5687,cmh9,2026-04-16 16:48:41,25791393,3258,3259,1.0,0,0.0,13000.0,-9741,-0.7493076923076923,224521,3259,3259,3259.0,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-12 14:52:12,25612880,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,0.0,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.186,s_cmh9_5687,cmh9,2026-04-12 14:55:30,25612962,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,3.3,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.186,s_cmh9_5687,cmh9,2026-04-12 19:55:18,25623881,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,299.8,0,19,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.186,s_cmh9_5687,cmh9,2026-04-12 20:23:18,25624884,3000,3000,1.0,0,0.0,0.0,3000,0.0,3000,3000,3000,750.0,4,28.0,0,20,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 16:50:57,25655234,3000,3000,1.0,0,0.0,3000.0,0,0.0,6000,3000,59653,5965.3,10,1227.65,1,16,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 17:17:21,25656376,4000,4001,1.0,0,0.0,3000.0,1001,0.3336666666666666,10001,7001,59653,5965.3,10,26.4,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 17:40:13,25657345,5000,5001,1.0,0,0.0,4001.0,1000,0.2499375156210947,15002,12002,59653,5965.3,10,22.87,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 18:05:18,25658335,6000,6001,1.0,0,0.0,5001.0,1000,0.1999600079984003,21003,18003,59653,5965.3,10,25.08,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 18:32:19,25659387,5146,5146,1.0,0,0.0,6001.0,-855,-0.1424762539576737,26149,23149,59653,5965.3,10,27.02,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 18:57:19,25660532,8000,8000,1.0,0,0.0,5146.0,2854,0.5546055188495919,34149,31149,59653,5965.3,10,25.0,1,18,0,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 19:22:19,25661752,9000,9001,1.0,0,0.0,8000.0,1001,0.125125,43150,40150,59653,5965.3,10,25.0,1,19,0,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 19:47:19,25662707,813,813,1.0,0,0.0,9001.0,-8188,-0.9096767025886012,43963,40963,59653,5965.3,10,25.0,1,19,0,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 20:12:19,25663744,9367,9367,1.0,0,0.0,813.0,8554,10.521525215252153,53330,50330,59653,5965.3,10,25.0,1,20,0,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-13 20:37:19,25664849,9330,9323,0.999,7,0.001,9367.0,-44,-0.0046973417316109,62653,59653,59653,5965.3,10,25.0,1,20,0,1,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 16:57:20,25700632,10699,10699,1.0,0,0.0,9323.0,1376,0.147591976831492,73352,10699,43680,7280.0,6,1220.02,2,16,1,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 17:27:20,25701906,8034,8034,1.0,0,0.0,10699.0,-2665,-0.2490886998784933,81386,18733,43680,7280.0,6,30.0,2,17,1,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 17:57:20,25703151,7587,7587,1.0,0,0.0,8034.0,-447,-0.0556385362210604,88973,26320,43680,7280.0,6,30.0,2,17,1,0,0,0,0,2,0,0,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 21:59:16,25712850,3515,3515,1.0,0,0.0,7587.0,-4072,-0.5367075260313694,92488,29835,43680,7280.0,6,241.93,2,21,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 22:41:20,25714518,6256,6256,1.0,0,0.0,3515.0,2741,0.779800853485064,98744,36091,43680,7280.0,6,42.07,2,22,1,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-14 23:21:20,25715827,7589,7589,1.0,0,0.0,6256.0,1333,0.2130754475703324,106333,43680,43680,7280.0,6,40.0,2,23,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 00:01:20,25717213,11219,11216,1.0,3,0.0,7589.0,3627,0.4779285808406904,117549,11216,115577,8890.54,13,40.0,2,0,2,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,11216.0,-4716,-0.4204707560627674,124049,17716,115577,8890.54,13,39.98,2,0,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,6500.0,0,0.0,130549,24216,115577,8890.54,13,0.0,2,0,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 10:20:34,25730280,13000,13000,1.0,0,0.0,6500.0,6500,1.0,143549,37216,115577,8890.54,13,579.25,2,10,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 11:08:35,25731339,810,812,1.002,0,0.0,13000.0,-12188,-0.9375384615384617,144361,38028,115577,8890.54,13,48.02,2,11,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 12:25:25,25733938,7841,7842,1.0,0,0.0,812.0,7030,8.657635467980295,152203,45870,115577,8890.54,13,76.83,2,12,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 13:05:37,25735270,13000,13001,1.0,0,0.0,7842.0,5159,0.6578678908441724,165204,58871,115577,8890.54,13,40.2,2,13,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 13:45:38,25737017,2485,2487,1.001,0,0.0,13001.0,-10514,-0.808707022536728,167691,61358,115577,8890.54,13,40.02,2,13,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 14:25:35,25738494,13000,13000,1.0,0,0.0,2487.0,10513,4.227181342983514,180691,74358,115577,8890.54,13,39.95,2,14,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 15:05:24,25739983,9330,9330,1.0,0,0.0,13000.0,-3670,-0.2823076923076923,190021,83688,115577,8890.54,13,39.82,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 15:30:23,25740699,13000,13001,1.0,0,0.0,9330.0,3671,0.3934619506966774,203022,96689,115577,8890.54,13,24.98,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 16:12:31,25742300,5887,5888,1.0,0,0.0,13001.0,-7113,-0.5471117606337974,208910,102577,115577,8890.54,13,42.13,3,16,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.186,s_cmh9_5687,cmh9,2026-04-15 23:15:18,25760249,13000,13000,1.0,0,0.0,5888.0,7112,1.2078804347826086,221910,115577,115577,8890.54,13,422.78,3,23,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.186,s_cmh9_5687,cmh9,2026-04-16 16:48:41,25791393,3258,3258,1.0,0,0.0,13000.0,-9742,-0.7493846153846154,225168,3258,3258,3258.0,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-12 14:52:12,25612880,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,0.0,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.187,s_cmh9_5687,cmh9,2026-04-12 14:55:30,25612962,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,3.3,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.187,s_cmh9_5687,cmh9,2026-04-12 19:55:18,25623881,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,299.8,0,19,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.187,s_cmh9_5687,cmh9,2026-04-12 20:23:18,25624884,3000,3000,1.0,0,0.0,0.0,3000,0.0,3000,3000,3000,750.0,4,28.0,0,20,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 16:50:57,25655234,3000,3000,1.0,0,0.0,3000.0,0,0.0,6000,3000,59659,5965.9,10,1227.65,1,16,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 17:17:21,25656376,4000,4001,1.0,0,0.0,3000.0,1001,0.3336666666666666,10001,7001,59659,5965.9,10,26.4,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 17:40:13,25657345,5000,5000,1.0,0,0.0,4001.0,999,0.2496875781054736,15001,12001,59659,5965.9,10,22.87,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 18:05:18,25658335,6000,6001,1.0,0,0.0,5000.0,1001,0.2002,21002,18002,59659,5965.9,10,25.08,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 18:32:19,25659387,5146,5146,1.0,0,0.0,6001.0,-855,-0.1424762539576737,26148,23148,59659,5965.9,10,27.02,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 18:57:19,25660532,8000,8000,1.0,0,0.0,5146.0,2854,0.5546055188495919,34148,31148,59659,5965.9,10,25.0,1,18,0,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 19:22:19,25661752,9000,9001,1.0,0,0.0,8000.0,1001,0.125125,43149,40149,59659,5965.9,10,25.0,1,19,0,1,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 19:47:19,25662707,813,813,1.0,0,0.0,9001.0,-8188,-0.9096767025886012,43962,40962,59659,5965.9,10,25.0,1,19,0,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 20:12:19,25663744,9367,9367,1.0,0,0.0,813.0,8554,10.521525215252153,53329,50329,59659,5965.9,10,25.0,1,20,0,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-13 20:37:19,25664849,9330,9330,1.0,0,0.0,9367.0,-37,-0.0039500373652183,62659,59659,59659,5965.9,10,25.0,1,20,0,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 16:57:20,25700632,10699,10699,1.0,0,0.0,9330.0,1369,0.1467309753483387,73358,10699,43680,7280.0,6,1220.02,2,16,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 17:27:20,25701906,8034,8034,1.0,0,0.0,10699.0,-2665,-0.2490886998784933,81392,18733,43680,7280.0,6,30.0,2,17,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 17:57:20,25703151,7587,7587,1.0,0,0.0,8034.0,-447,-0.0556385362210604,88979,26320,43680,7280.0,6,30.0,2,17,1,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 21:59:16,25712850,3515,3515,1.0,0,0.0,7587.0,-4072,-0.5367075260313694,92494,29835,43680,7280.0,6,241.93,2,21,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 22:41:20,25714518,6256,6256,1.0,0,0.0,3515.0,2741,0.779800853485064,98750,36091,43680,7280.0,6,42.07,2,22,1,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-14 23:21:20,25715827,7589,7589,1.0,0,0.0,6256.0,1333,0.2130754475703324,106339,43680,43680,7280.0,6,40.0,2,23,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 00:01:20,25717213,11219,11219,1.0,0,0.0,7589.0,3630,0.4783238898405587,117558,11219,115580,8890.77,13,40.0,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,11219.0,-4719,-0.4206257242178447,124058,17719,115580,8890.77,13,39.98,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,6500.0,0,0.0,130558,24219,115580,8890.77,13,0.0,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 10:20:34,25730280,13000,13000,1.0,0,0.0,6500.0,6500,1.0,143558,37219,115580,8890.77,13,579.25,2,10,2,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 11:08:35,25731339,810,812,1.002,0,0.0,13000.0,-12188,-0.9375384615384617,144370,38031,115580,8890.77,13,48.02,2,11,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 12:25:25,25733938,7841,7842,1.0,0,0.0,812.0,7030,8.657635467980295,152212,45873,115580,8890.77,13,76.83,2,12,2,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 13:05:37,25735270,13000,13001,1.0,0,0.0,7842.0,5159,0.6578678908441724,165213,58874,115580,8890.77,13,40.2,2,13,2,1,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 13:45:38,25737017,2485,2487,1.001,0,0.0,13001.0,-10514,-0.808707022536728,167700,61361,115580,8890.77,13,40.02,2,13,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 14:25:35,25738494,13000,13000,1.0,0,0.0,2487.0,10513,4.227181342983514,180700,74361,115580,8890.77,13,39.95,2,14,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 15:05:24,25739983,9330,9330,1.0,0,0.0,13000.0,-3670,-0.2823076923076923,190030,83691,115580,8890.77,13,39.82,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 15:30:23,25740699,13000,13001,1.0,0,0.0,9330.0,3671,0.3934619506966774,203031,96692,115580,8890.77,13,24.98,3,15,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 16:12:31,25742300,5887,5888,1.0,0,0.0,13001.0,-7113,-0.5471117606337974,208919,102580,115580,8890.77,13,42.13,3,16,2,0,0,0,0,1,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.187,s_cmh9_5687,cmh9,2026-04-15 23:15:18,25760249,13000,13000,1.0,0,0.0,5888.0,7112,1.2078804347826086,221919,115580,115580,8890.77,13,422.78,3,23,2,0,0,0,0,1,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.187,s_cmh9_5687,cmh9,2026-04-16 16:48:41,25791393,3258,3258,1.0,0,0.0,13000.0,-9742,-0.7493846153846154,225177,3258,3258,3258.0,1,1053.38,4,16,3,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-12 14:52:12,25612880,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,0.0,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.189,s_cmh9_5687,cmh9,2026-04-12 14:55:30,25612962,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,3.3,0,14,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.189,s_cmh9_5687,cmh9,2026-04-12 19:55:18,25623881,3000,0,0.0,3000,1.0,0.0,0,0.0,0,0,3000,750.0,4,299.8,0,19,6,0,0,0,0,0,0,0,1,1,Dangerous,2,STOP_24H,3,24
91.223.3.189,s_cmh9_5687,cmh9,2026-04-12 20:23:18,25624884,3000,3000,1.0,0,0.0,0.0,3000,0.0,3000,3000,3000,750.0,4,28.0,0,20,6,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 16:50:57,25655234,3000,3000,1.0,0,0.0,3000.0,0,0.0,6000,3000,59659,5965.9,10,1227.65,1,16,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 17:17:21,25656376,4000,4001,1.0,0,0.0,3000.0,1001,0.3336666666666666,10001,7001,59659,5965.9,10,26.4,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 17:40:13,25657345,5000,5000,1.0,0,0.0,4001.0,999,0.2496875781054736,15001,12001,59659,5965.9,10,22.87,1,17,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 18:05:18,25658335,6000,6001,1.0,0,0.0,5000.0,1001,0.2002,21002,18002,59659,5965.9,10,25.08,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 18:32:19,25659387,5146,5146,1.0,0,0.0,6001.0,-855,-0.1424762539576737,26148,23148,59659,5965.9,10,27.02,1,18,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 18:57:19,25660532,8000,8000,1.0,0,0.0,5146.0,2854,0.5546055188495919,34148,31148,59659,5965.9,10,25.0,1,18,0,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 19:22:19,25661752,9000,9001,1.0,0,0.0,8000.0,1001,0.125125,43149,40149,59659,5965.9,10,25.0,1,19,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 19:47:19,25662707,813,813,1.0,0,0.0,9001.0,-8188,-0.9096767025886012,43962,40962,59659,5965.9,10,25.0,1,19,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 20:12:19,25663744,9367,9367,1.0,0,0.0,813.0,8554,10.521525215252153,53329,50329,59659,5965.9,10,25.0,1,20,0,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.189,s_cmh9_5687,cmh9,2026-04-13 20:37:19,25664849,9330,9330,1.0,0,0.0,9367.0,-37,-0.0039500373652183,62659,59659,59659,5965.9,10,25.0,1,20,0,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 16:57:20,25700632,10699,10699,1.0,0,0.0,9330.0,1369,0.1467309753483387,73358,10699,43680,7280.0,6,1220.02,2,16,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 17:27:20,25701906,8034,8034,1.0,0,0.0,10699.0,-2665,-0.2490886998784933,81392,18733,43680,7280.0,6,30.0,2,17,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 17:57:20,25703151,7587,7587,1.0,0,0.0,8034.0,-447,-0.0556385362210604,88979,26320,43680,7280.0,6,30.0,2,17,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 21:59:16,25712850,3515,3515,1.0,0,0.0,7587.0,-4072,-0.5367075260313694,92494,29835,43680,7280.0,6,241.93,2,21,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 22:41:20,25714518,6256,6256,1.0,0,0.0,3515.0,2741,0.779800853485064,98750,36091,43680,7280.0,6,42.07,2,22,1,0,0,0,0,0,0,1,0,0,Risk,1,PAUSE_2H,1,2
91.223.3.189,s_cmh9_5687,cmh9,2026-04-14 23:21:20,25715827,7589,7589,1.0,0,0.0,6256.0,1333,0.2130754475703324,106339,43680,43680,7280.0,6,40.0,2,23,1,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-15 00:01:20,25717213,11219,11219,1.0,0,0.0,7589.0,3630,0.4783238898405587,117558,11219,115506,8885.08,13,40.0,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
91.223.3.189,s_cmh9_5687,cmh9,2026-04-15 00:41:19,25718532,6500,6500,1.0,0,0.0,11219.0,-4719,-0.4206257242178447,124058,17719,115506,8885.08,13,39.98,2,0,2,0,0,0,0,0,0,0,0,0,Safe,0,CONTINUE,0,0
